근무일자,입실시간,퇴실시간,근무시간,출결상태
2024-11-13,2024-11-13 08:45,2024-11-13 17:54,549,출석
2024-11-14,2024-11-14 09:35,2024-11-14 18:51,556,출석
2024-11-15,2024-11-15 08:50,2024-11-15 17:56,546,출석
2024-11-18,2024-11-18 09:00,2024-11-18 17:52,532,출석
2024-11-19,2024-11-19 08:42,2024-11-19 17:51,549,출석
2024-11-20,2024-11-20 08:54,2024-11-20 17:53,539,출석
2024-11-21,2024-11-21 09:01,2024-11-21 17:51,530,출석
2024-11-22,2024-11-22 08:39,2024-11-22 17:51,552,출석
2024-11-25,NULL,NULL,0,휴가
2024-11-26,2024-11-26 08:59,2024-11-26 17:51,532,출석
2024-11-27,2024-11-27 09:03,2024-11-27 17:54,531,출석
2024-11-28,2024-11-28 08:45,2024-11-28 17:51,546,출석
2024-11-29,2024-11-29 08:52,2024-11-29 17:52,540,출석
2024-12-02,2024-12-02 08:53,2024-12-02 17:55,542,출석
2024-12-03,2024-12-03 08:50,2024-12-03 17:52,542,출석
2024-12-04,2024-12-04 08:51,2024-12-04 17:53,542,출석
2024-12-05,2024-12-05 08:51,2024-12-05 17:52,541,출석
2024-12-06,2024-12-06 08:53,2024-12-06 17:52,539,출석
2024-12-09,2024-12-09 09:00,2024-12-09 17:55,535,출석
2024-12-10,2024-12-10 08:40,2024-12-10 17:53,553,출석
2024-12-11,2024-12-11 08:51,2024-12-11 18:00,549,출석
2024-12-12,2024-12-12 08:44,2024-12-12 17:54,550,출석
2024-12-13,2024-12-13 08:51,2024-12-13 17:58,547,출석
2024-12-16,2024-12-16 08:51,2024-12-16 18:01,550,출석
2024-12-17,2024-12-17 08:58,2024-12-17 18:00,542,출석
2024-12-18,2024-12-18 08:56,2024-12-18 17:57,541,출석
2024-12-19,2024-12-19 08:56,2024-12-19 18:02,546,출석
2024-12-20,2024-12-20 08:51,2024-12-20 17:51,540,출석
2024-12-23,2024-12-23 08:57,2024-12-23 17:54,537,출석
2024-12-24,2024-12-24 08:52,2024-12-24 17:56,544,출석
2024-12-26,NULL,NULL,0,휴가
2024-12-27,2024-12-27 08:50,2024-12-27 17:51,541,출석
2024-12-30,2024-12-30 08:45,2024-12-30 17:51,546,출석
2024-12-31,2024-12-31 08:39,2024-12-31 17:51,552,출석
2025-01-02,2025-01-02 08:38,2025-01-02 17:51,553,출석
2025-01-03,2025-01-03 08:51,2025-01-03 17:51,540,출석
2025-01-06,2025-01-06 13:23,2025-01-06 17:53,270,지각
2025-01-07,2025-01-07 08:41,2025-01-07 17:51,550,출석
2025-01-08,2025-01-08 08:43,2025-01-08 17:52,549,출석
2025-01-09,2025-01-09 08:41,2025-01-09 17:53,552,출석
2025-01-10,2025-01-10 08:50,2025-01-10 17:57,547,출석
2025-01-13,2025-01-13 08:52,2025-01-13 17:55,543,출석
2025-01-14,2025-01-14 10:35,2025-01-14 17:51,436,지각
2025-01-15,2025-01-15 08:39,2025-01-15 17:54,555,출석
2025-01-16,2025-01-16 08:39,2025-01-16 18:00,561,출석
2025-01-17,2025-01-17 08:47,2025-01-17 17:53,546,출석
2025-01-20,2025-01-20 08:42,2025-01-20 17:53,551,출석
2025-01-21,2025-01-21 08:38,2025-01-21 17:51,553,출석
2025-01-22,2025-01-22 08:41,2025-01-22 17:56,555,출석
2025-01-23,2025-01-23 08:38,2025-01-23 17:51,553,출석
2025-01-24,2025-01-24 08:44,2025-01-24 17:51,547,출석
2025-02-03,2025-02-03 08:48,2025-02-03 17:54,546,출석
2025-02-04,2025-02-04 08:39,2025-02-04 17:55,556,출석
2025-02-05,2025-02-05 08:37,2025-02-05 17:57,560,출석
2025-02-06,2025-02-06 08:41,2025-02-06 17:52,551,출석
2025-02-07,2025-02-07 09:16,2025-02-07 18:04,528,지각
2025-02-10,2025-02-10 08:52,2025-02-10 17:54,542,출석
2025-02-11,2025-02-11 08:41,2025-02-11 17:53,552,출석
2025-02-12,NULL,NULL,0,휴가
2025-02-13,2025-02-13 08:44,2025-02-13 17:51,547,출석
2025-02-14,2025-02-14 08:41,2025-02-14 17:57,556,출석
2025-02-17,2025-02-17 08:44,2025-02-17 18:00,556,출석
2025-02-18,2025-02-18 08:35,2025-02-18 18:01,566,출석
2025-02-19,2025-02-19 08:42,2025-02-19 17:56,554,출석
2025-02-20,2025-02-20 08:38,2025-02-20 17:52,554,출석
2025-02-21,2025-02-21 08:36,2025-02-21 18:05,569,출석
2025-02-24,2025-02-24 08:44,2025-02-24 17:55,551,출석
2025-02-25,2025-02-25 08:35,2025-02-25 17:55,560,출석
2025-02-26,2025-02-26 08:35,2025-02-26 17:53,558,출석
2025-02-27,2025-02-27 08:39,2025-02-27 18:00,561,출석
2025-02-28,2025-02-28 08:38,2025-02-28 18:10,572,출석
2025-03-04,2025-03-04 08:45,2025-03-04 17:55,550,출석
2025-03-05,2025-03-05 08:46,2025-03-05 18:05,559,출석
2025-03-06,2025-03-06 08:45,2025-03-06 18:03,558,출석
2025-03-07,2025-03-07 08:41,2025-03-07 17:58,557,출석
2025-03-10,2025-03-10 08:46,2025-03-10 18:04,558,출석
2025-03-11,2025-03-11 08:49,2025-03-11 18:08,559,출석
2025-03-12,2025-03-12 08:40,NULL,0,결석
2025-03-13,2025-03-13 08:38,2025-03-13 17:51,553,출석
2025-03-14,2025-03-14 08:41,2025-03-14 17:53,552,출석
2025-03-17,2025-03-17 08:41,2025-03-17 17:53,552,출석
2025-03-18,2025-03-18 08:44,2025-03-18 17:53,549,출석
2025-03-19,2025-03-19 08:58,2025-03-19 17:55,537,출석
2025-03-20,2025-03-20 08:54,2025-03-20 18:04,550,출석
2025-03-21,2025-03-21 08:58,2025-03-21 17:55,537,출석
2025-03-24,2025-03-24 08:46,2025-03-24 18:06,560,출석
2025-03-25,2025-03-25 08:59,2025-03-25 17:55,536,출석
2025-03-26,2025-03-26 08:53,2025-03-26 17:53,540,출석
2025-03-27,2025-03-27 08:49,2025-03-27 17:51,542,출석
2025-03-28,2025-03-28 09:03,2025-03-28 18:00,537,출석
2025-03-31,2025-03-31 08:53,2025-03-31 17:51,538,출석
2025-04-01,2025-04-01 08:41,2025-04-01 18:07,566,출석
2025-04-02,2025-04-02 08:33,2025-04-02 17:56,563,출석
2025-04-03,2025-04-03 09:00,2025-04-03 18:07,547,출석
2025-04-04,2025-04-04 08:43,2025-04-04 18:00,557,출석
2025-04-07,2025-04-07 08:42,2025-04-07 17:52,550,출석
2025-04-08,2025-04-08 08:32,2025-04-08 17:54,562,출석
2025-04-09,2025-04-09 08:47,2025-04-09 17:54,547,출석
2025-04-10,2025-04-10 08:42,2025-04-10 17:53,551,출석
2025-04-11,2025-04-11 08:41,2025-04-11 17:57,556,출석
2025-04-14,2025-04-14 08:44,2025-04-14 17:51,547,출석
2025-04-15,2025-04-15 08:41,2025-04-15 17:54,553,출석
2025-04-16,2025-04-16 08:41,2025-04-16 17:56,555,출석
2025-04-17,2025-04-17 08:38,2025-04-17 17:55,557,출석
2025-04-18,2025-04-18 08:33,2025-04-18 17:52,559,출석
2025-04-21,2025-04-21 08:40,2025-04-21 17:56,556,출석
2025-04-22,2025-04-22 08:56,2025-04-22 17:52,536,출석
